Genes,C4_a,C4_b,C4_c,C4_d
GENE56,207.45952065051,468.154673389419,-7.09643912900276,850.101359977668
GENE57,399.964860514008,210.477658658845,557.16652381567,493.180515899999
GENE58,851.830247141123,872.413091265517,373.841454926738,544.598459222402
GENE59,681.220497216304,1019.91293733396,772.872604338119,31.5796644331251
GENE60,466.101399250054,311.007189575809,684.241964098574,337.547540678948
GENE61,392.320408700548,690.419504039968,476.320007540217,741.840533508942
GENE62,590.787831044736,700.740129281433,685.255911446094,897.063521386979
GENE63,673.589461433634,541.406115614773,469.374855381536,527.45208672543
GENE64,861.565831816499,412.257232046575,688.512121879534,384.98049765873
GENE65,743.935877850253,489.582916173444,743.420567843002,887.619127002309
GENE66,543.150090575935,1003.57273158735,699.291596606912,-66.991952541363
GENE67,661.992779213027,293.5358569289,303.887625951641,489.729767538871
GENE68,793.828479262391,207.120299274165,1000.44940398303,274.203759483273
GENE69,214.465978654614,577.647285710799,526.972186707353,236.782664050459
GENE70,506.33916859651,376.273975638077,390.458811127581,289.953875693693
GENE71,667.814078634067,164.819879595671,607.409007180513,1207.81351146143
GENE72,1029.36973429154,193.090898991512,1119.98703110093,855.359634805234
GENE73,560.763655722576,539.258736571223,963.962642987671,156.332519017573
GENE74,697.770159325796,199.341366192616,343.986756230097,521.623525382282
GENE75,647.687397632537,462.393152804717,467.695132575843,395.853459250279
GENE76,478.856885924399,343.515622782568,580.891742278475,518.076326194532
GENE77,508.601382882287,339.747863397783,982.020452025245,695.38355786516
GENE78,718.62165411386,340.113046178867,161.364492548775,742.035216216416
GENE79,895.921439023002,248.824173684291,329.3549358441,445.352193310241
GENE80,363.63073814603,837.135381769632,1096.41911384897,664.471913156504
GENE81,760.215530605274,343.860598400689,372.566043256249,783.260937744063
GENE82,777.061292563017,725.654335663433,520.403346337692,88.5225639052345
GENE83,739.445881833043,793.699881293067,721.321573123928,1063.20834761638
GENE84,525.47411109841,780.309759794908,545.743872224631,450.555777821928
GENE85,728.294094547333,-45.1031059476858,454.104347199454,555.406154078168
GENE86,454.674535642692,600.881814253742,568.331611028167,472.216867170838
GENE87,422.359042381143,1184.78409607728,742.176705420009,440.706157183839
GENE88,680.040361204684,188.60031717403,-144.355127146456,442.15494319847
GENE89,27.7107218569414,932.1978241875,638.787770536121,409.119781246134
GENE90,845.72147687125,541.49590786293,951.12846450291,674.954954266847
GENE91,355.349873105203,554.762204382234,654.275978312984,371.767269637216
GENE92,932.455423188988,558.052967948512,452.494634235462,-137.037143236445
GENE93,794.684073567867,543.169519414936,226.895880856285,626.617355593633
GENE94,720.621823341876,810.968032527385,694.53252438264,207.846677058649
GENE95,621.34201945115,381.148256644189,888.08314153783,200.617633197634
GENE96,746.776904374634,1347.85332957607,141.015200133001,350.255392242909
GENE97,962.455512571228,719.639897448735,604.220839187379,591.807047424962
GENE98,510.444327885173,229.691721612058,931.962926212982,246.960671536844
GENE99,514.320803993886,522.259988439821,690.829661744489,584.639227018913
GENE100,148.9392431448,-141.605918828065,424.53752338087,575.325235253946
GENE101,388.358277665502,364.084546523534,672.941061544312,446.068582738564
GENE102,1151.4694050283,584.194164009481,435.697351843764,941.748598703892
GENE103,1036.67339072278,319.513900915593,505.98444305764,504.960795656121
GENE104,582.742079086311,571.952848442388,398.245453784639,522.791613771847
GENE105,518.112205293487,597.681808726799,802.794792469384,186.705450345449
GENE106,892.278106437842,1012.72956808656,48.0970014669825,562.030039574176
GENE107,804.350961993642,892.070116383342,745.900769879435,577.408286572888
GENE108,687.145834056191,791.060347589022,616.09621088555,244.936041445736
GENE109,669.493626904513,514.109710704792,639.919432461533,1152.16532380582
GENE110,-28.3934106434652,104.518105191272,623.406821105532,741.710955453301
GENE111,559.659826517227,687.476044981353,720.982299872118,879.087762059718
GENE112,495.002111040266,275.132909263391,429.188752721211,487.190786219266
GENE113,378.696597277983,686.173259345037,265.737547622832,836.759881879561
GENE114,539.726337681672,451.742460405906,925.951399709829,193.720661876233
GENE115,469.413973366313,910.108420692678,335.089788648557,609.895936240957
GENE116,635.197617163405,517.525609740177,1020.13664993208,818.455160974123
GENE117,226.519324896935,442.334137454397,561.357397040012,-3.3118765277892
GENE118,533.604413818948,47.0474647693374,608.155481271619,-40.2228640109543
GENE119,411.334461115247,-198.202108331701,268.388179601351,485.137578205331
GENE120,395.267745452971,498.020644031124,280.228441011174,582.52913952349
GENE121,286.415462198595,334.431527411225,438.384000447651,584.353031155182
GENE122,802.798856588312,871.855028027058,632.049343979426,257.435846957025
GENE123,685.2607439817,753.148488326323,321.886132098925,1130.30920177485
GENE124,663.2812464203,627.86170921954,532.895745664713,722.442677208925
GENE125,1060.79852597335,469.517162500879,217.924402895452,327.997929313931
GENE126,468.951730472689,534.119886558835,897.466524750409,635.261896247951
GENE127,882.244997439933,674.156247430421,696.530577082886,809.551027929656
GENE128,601.577327948717,319.528516380655,557.984714324631,471.13542090195
GENE129,657.21631260708,1006.1298548872,778.201365028522,331.772431081135
GENE130,459.613428971617,401.395565039208,65.9150349184953,484.253554805245
GENE131,776.365877804918,704.113180622976,746.6693451353,899.936852519324
GENE132,1138.81618505177,569.294541127612,325.279690351496,880.988446926978
GENE133,651.314548406039,430.10483377775,305.170152598882,685.436500334261
GENE134,542.331033267502,383.254047329128,719.850334250717,418.957955340906
GENE135,-24.928251298873,702.881556855939,609.707297839283,737.458301822993
GENE136,301.599925650442,-41.6034084280869,691.718007056461,164.352634586189
GENE137,66.9638842391058,519.201184553386,494.552287071536,258.353641126778
GENE138,614.093946901456,674.099338384896,484.265314979257,-56.2334547095423
GENE139,400.570246658445,333.86309989623,441.66277299823,131.876490676804
GENE140,860.107115795488,524.043020952442,172.920639590312,300.544959208018
GENE141,-372.560328454046,844.982135700355,454.199992972807,836.316511385292
GENE142,240.481624729148,320.741180429828,565.916051369423,503.543602965083
GENE143,844.356267786805,687.829913539012,170.375906317638,918.081346142585
GENE144,436.25125064011,364.289774133708,961.441626539951,776.106942374344
GENE145,363.188860813104,312.204688915348,423.569942202186,577.084345908896
GENE146,399.548084325366,1010.68558371229,704.453871040964,690.94416760984
GENE147,726.79335098409,160.305666084216,587.226615650839,761.326251010981
GENE148,243.351587215348,236.348719995213,381.44045343333,644.466784147293
GENE149,106.538702553407,294.93604323728,524.171477237058,698.974017775762
GENE150,196.889097157983,324.787752682499,232.55437469608,695.724826272244
GENE151,529.013086014378,539.39694729247,189.972270119063,200.39775170818
GENE152,825.189490574634,493.285272276635,628.289592080186,887.498101011566
GENE153,572.01874458611,511.272121715838,598.435867263727,378.54890205411
GENE154,39.7090838643336,856.512039100629,341.291137387896,404.579377046929
GENE155,518.715031793309,413.348107097474,779.305947408143,1231.81359190314
GENE156,451.142126901435,73.3097388965049,554.432647281316,742.068229506576
GENE157,797.175912671143,528.450017626532,659.829649588449,810.946619489372
GENE158,1250.86286081469,375.636337272565,274.04787330603,338.079252957513
GENE159,783.999398980627,311.554922788242,346.973945132104,699.539221427274
GENE160,787.517585950589,416.026990929706,148.277391739621,381.565228962165
GENE161,1112.35356663371,369.503002154849,431.615562002102,683.803342927333
GENE162,432.27721766516,576.617249134484,606.478508727391,590.45485682871
GENE163,454.764769182503,592.102202717483,721.260368502275,713.833190862728
GENE164,845.215781082778,681.004666198323,577.443001383287,45.8776221797888
GENE165,986.497322917773,297.528992925655,293.171212188312,134.568312662242
GENE166,696.772870952445,-35.849616754414,908.580637004558,469.950302136008
GENE167,1026.23184008165,530.227481653653,514.727387168305,773.804100560011
GENE168,500.936433664255,447.130986751805,422.979877076513,603.916274828809
GENE169,766.160378685194,513.612345910554,1015.15145334543,796.230232406376
GENE170,389.84483334572,708.1079500162,684.137564924688,539.573989826428
GENE171,999.148649358643,623.045618974669,625.168466675797,600.245670860929
GENE172,406.813547201678,914.31295913586,607.166952170416,669.035305745141
GENE173,573.044425620655,529.038698945643,868.418862432346,1001.34639872489
GENE174,896.235120919646,403.324147472471,103.48108471613,1098.36325387553
GENE175,891.022650038823,633.476538435698,368.833904927434,563.650229728956
GENE176,638.241317496918,800.875483089374,649.638774666246,923.23701346599
GENE177,905.910517145303,104.363336196382,140.475289925432,478.895486672614
GENE178,662.796870602126,724.99731970266,525.694591515155,724.026533436245
GENE179,392.070831319912,270.99913947307,812.02639353478,356.430508585303
GENE180,250.434865773297,274.194561297245,704.322263727032,573.648333902918
GENE181,495.034992408173,266.036561131413,-76.1815099767123,-150.055915071274
GENE182,786.520706189907,654.389884040253,269.720384242115,887.420423661498
GENE183,204.994985592631,239.406927494334,339.577470448761,470.369234334237
GENE184,356.399115601647,531.407973430245,254.883108260612,322.461200256836
GENE185,1015.10956915623,450.656152524063,405.3942612818,515.196120646789
GENE186,879.814833966636,364.592480032911,581.303310325591,526.546719128365
GENE187,402.746728168824,38.2689420467415,249.122669736299,714.470856307544
GENE188,180.208651945933,675.223804458031,298.77140002252,399.213385631855
GENE189,635.36757936839,638.414574648879,189.092039561534,738.000389191879
GENE190,-11.7578421824693,601.829771118707,774.842208908362,490.945033928792
GENE191,1047.63532637602,323.215729737315,465.313630913369,918.660108895081
GENE192,373.226240119641,938.287043435555,1164.24239855741,840.012693546518
GENE193,614.210792549846,437.345915202475,518.833504717996,833.768068088925
GENE194,419.506975130065,606.538080120529,756.321468919969,570.708240410578
GENE195,449.558084053057,693.002932830753,671.738752386457,636.246274090752
GENE196,177.3664484658,956.461090673057,254.979279385356,303.313026979666
GENE197,318.777414758108,472.499187424619,466.269606598111,281.984683271542
GENE198,482.962404046968,428.566792881465,1249.91737512584,548.266793451689
GENE199,343.315425446916,507.779698680276,559.779249004046,543.392259453574
GENE200,3.26929328281915,836.921716578304,820.164396741407,603.915985955644
GENE201,561.143725949509,571.675049621311,690.651302246408,188.957202227869
GENE202,589.06831387082,212.387751029347,240.396343306154,653.034382852804
GENE203,494.140777293251,706.285850619606,624.774892614283,328.713830832471
GENE204,393.619488202779,842.829860468929,281.622945304004,433.543851698037
GENE205,743.496495407034,669.946672572025,762.499839706401,520.241554671572
GENE206,341.554812424337,646.697279568835,316.313624313662,509.316174141905
GENE207,1088.89108164013,829.171357152843,767.645090936246,826.699627067053
GENE208,975.891888438413,630.915079127094,592.092056088529,747.970941984787
GENE209,393.330043139736,902.285361054439,508.113164526137,1018.11850323301
GENE210,336.539058163018,566.645640044015,562.073593510645,318.58798147324
GENE211,566.679762428452,573.713658181907,512.633582112478,-41.6669326639676
GENE212,738.668033502307,-134.364089807941,689.913603439183,632.678610950753
GENE213,536.080952588949,530.298717988007,375.85827571887,382.097536885625
GENE214,739.113827091208,646.580222022918,919.480944639526,-81.763015877019
GENE215,710.305833657984,533.046103982063,505.320837400806,449.563596329483
GENE216,575.119093960767,711.57779201424,426.848906199607,692.434112241259
GENE217,169.748602929023,401.740148155176,496.788102113739,774.221497477867
GENE218,656.715107173166,691.396895862923,375.868922587721,1054.34447599454
GENE219,407.341351370705,597.376531434075,1269.274953965,470.34650048804
GENE220,463.985071803381,428.959357120918,613.897541782195,315.301482216633
GENE221,547.824199856756,432.572506182988,440.24644125628,978.882881486345
GENE222,518.304364295491,604.364858649099,502.293465562433,396.550679535049
GENE223,603.420267249764,459.387975242216,423.205804645039,541.381714954084
GENE224,207.306455837982,958.243296733478,692.327772500822,693.541754545478
GENE225,134.948053040469,682.270656339735,720.507795220788,357.089943496974
GENE226,589.200921678298,849.567854850867,513.770139244577,357.348639609199
GENE227,174.431165837739,601.673073237703,944.263969027583,350.782030504166
GENE228,733.561186442229,442.02572516595,244.178281604603,990.176523406595
GENE229,359.172088124841,290.512286650216,482.44990434454,1007.62371979325
GENE230,438.108483907504,452.242388452457,264.75953247686,658.056494226971
GENE231,375.009205069834,620.359473573263,590.471626953177,382.834529708875
GENE232,764.774441709439,686.941923796095,618.332910397947,1139.29206642069
GENE233,677.2189131068,972.327653953702,134.942967996503,530.8788672346
GENE234,428.422840837811,400.357650468783,213.604614824265,1003.22188181436
GENE235,964.608493523082,886.589043587024,764.457872451613,329.55707824147
GENE236,360.947865223634,340.514339981554,725.545814166817,543.62662838587
GENE237,321.851345427779,540.052850750756,893.341975957746,563.027509616465
GENE238,327.649723933272,717.783538535105,615.795034187021,616.489727226876
GENE239,1007.92166868191,411.189178880974,759.278570893165,519.628903937713
GENE240,538.320198708747,545.213876271579,641.370751620597,674.351264573168
GENE241,43.5062035745426,1099.56080086584,740.256482727369,988.085462761145
GENE242,272.789605533346,645.612779536337,863.421483160626,357.497747431569
GENE243,1215.21296612949,357.806153173684,585.94953175342,143.63178610296
GENE244,483.645498234711,177.258298619732,655.431853370298,670.365191363546
GENE245,702.333218481528,465.962515402394,274.711499811849,501.995714948601
GENE246,685.370533303124,520.143525322514,225.911358487143,-16.5670930545347
GENE247,263.784415388125,307.298292652071,351.119660666711,1218.41962287263
GENE248,422.989601934091,92.8054730087416,-450.874832289918,480.267232796032
GENE249,598.177035644862,529.232991069307,347.555167808492,200.185116785958
GENE250,735.022731040575,550.76354347913,653.383872359616,173.643436709269
GENE251,226.582260274179,771.661984175916,968.695795024878,540.439180389236
GENE252,599.44392096194,383.129665024901,390.810395939622,528.74751450514
GENE253,605.182291637847,406.971005946044,286.365218093971,-180.252106545491
GENE254,470.334928085772,399.200142652899,975.702915817001,678.291403545468
GENE255,424.257496526981,382.744712456846,288.374869970034,766.74123610863
GENE256,53.3492011945182,1058.77301687802,331.212539173633,364.589468461906
GENE257,1076.71249633567,428.655514862385,82.5311530073277,824.759507248417
GENE258,687.942887009602,740.805926679903,970.187048841011,323.834960574082
GENE259,141.996008558622,1045.79245989204,557.862414042307,400.508387504332
GENE260,928.763400408808,721.425314426884,493.512280903191,17.1633301697095
GENE261,650.599916474248,367.09675180697,721.306288187318,152.317316603635
GENE262,681.017975439146,519.586849126831,65.073913436193,624.823312530185
GENE263,407.426576677779,680.7147513397,725.669269949454,403.345694049323
GENE264,206.426057858831,1109.96249610388,455.875021227074,266.716169272657
GENE265,474.892296200463,460.348609395304,868.136311238722,1057.88247425411
GENE266,975.046094536117,314.807022661528,979.635979821098,1095.50356956394
GENE267,352.693435231621,353.16319112029,911.908548720254,681.933695682255
GENE268,765.234674043839,956.135027602608,601.167149819259,330.325182740838
GENE269,732.909744918021,574.832324380801,763.12609479466,429.243159861293
GENE270,178.22166987921,299.415602935943,639.622012709407,487.194715690246
GENE271,-42.584899137797,902.033245765611,669.614786895895,754.572211766685
GENE272,896.61162915897,283.185614079696,795.78715517681,303.253654533217
GENE273,1063.81990862946,563.687135238891,645.337970556213,516.405341111429
GENE274,996.346038836872,509.867977563078,603.515253763287,380.574662778843
GENE275,645.209668986022,523.99586399763,595.893378173257,633.849977026483
GENE276,221.767975910206,224.112036418855,554.738330802991,454.207500983219
GENE277,572.347056385203,864.792421870324,195.00160561914,558.842677313998
GENE278,833.825573885029,594.666847436148,339.339544840104,551.486874317641
GENE279,-109.192644763022,485.459622194058,43.6809871210787,223.614244561999
GENE280,1074.69806022769,792.787536193495,712.913203656163,121.319228109412
GENE281,241.459846178066,672.158900425697,364.561636224421,592.102581765192
GENE282,702.769024607743,431.59923459483,485.055774584734,275.95019282579
GENE283,482.105587896291,1040.28255203429,445.891039497611,541.379609142096
GENE284,688.945244516819,956.086277978598,362.02186442671,568.101773189511
GENE285,437.892421253105,494.857004029656,310.863038519124,236.69046314038
GENE286,805.048689980034,489.236907606612,860.279547914371,827.982744028119
GENE287,991.991971006466,649.342564734534,-403.632295011424,-226.302891097522
GENE288,-98.7693907556213,642.829834603044,592.154794715974,525.830694604583
GENE289,395.52919257747,944.612743539654,498.782610214796,729.439430533854
GENE290,629.717392519008,780.867639812357,526.363497890088,678.688727398636
GENE291,505.566871907613,582.587598077533,177.069906364092,1053.50532229948
GENE292,868.64708048315,538.653260079913,859.569940034703,601.492161409669
GENE293,289.437397673933,596.279674208725,955.663624763382,97.4548229829865
GENE294,871.550297546335,405.134643640785,558.066420010751,274.673025239299
GENE295,526.439530176096,889.875813906009,676.231939217172,799.016604912905
GENE296,959.437832705264,137.588387145807,293.905835644195,623.680618593364
GENE297,-101.061376515183,-98.2677761418815,673.990016383255,618.412984372013
GENE298,230.945415687159,813.98397200327,272.057775894688,621.398679520319
GENE299,585.091554478608,552.578658208414,396.507366761574,267.606513084624
GENE300,45.0626440086002,532.814945036285,976.936928513482,791.275003288231
GENE301,629.301325408725,205.305688036564,644.505472626874,1032.16579697742
GENE302,130.464204334135,812.627763846479,343.182478449118,-223.132073827503
GENE303,209.761168389914,756.559529368212,633.777795994887,908.4570904431
GENE304,502.217873281171,982.329932443645,669.462629744415,1020.12360395802
GENE305,801.013999681142,924.813959921568,443.054360826902,665.107555554722
GENE306,770.606484466738,684.558952141059,407.733755763772,1005.2444000298
GENE307,333.361121306056,331.498676817741,179.377256951712,-64.3406584788048
GENE308,860.813672383849,370.21592636638,60.0611202867901,447.561930438468
GENE309,132.289451462525,-52.4922328565665,551.308628171355,79.4870670443609
GENE310,565.307055542341,984.300733339726,1130.51406416762,-20.9100520164664
GENE311,908.080865802917,178.424106335578,695.837795532089,794.301343063486
GENE312,786.906348145029,470.642221714711,832.988363998493,334.774686710094
GENE313,358.647137402745,70.7517126356674,918.398106601268,470.782404310949
GENE314,906.229634818324,542.106342286921,170.487790995834,585.180673783788
GENE315,342.44250085052,276.521511262047,662.399428773771,902.811391829126
GENE316,1222.28981653036,639.993565861649,716.178642257405,669.361458469214
GENE317,489.895292113697,827.715848243756,192.400939691528,774.167226223122
GENE318,842.522825966769,473.26721908215,19.8708149098446,868.684375528719
GENE319,429.280646938682,601.406341059364,683.706746610541,741.22737971817
GENE320,1011.70707803409,154.359061080154,1197.67608152294,501.849024896357
GENE321,812.785705667036,545.686936126698,729.303700180997,700.209033204932
GENE322,531.406351934424,567.847660248079,304.925342473883,813.542366587857
GENE323,781.529824924741,454.1557307189,695.656420051187,657.438432790048
GENE324,1121.49034657993,387.971882738438,291.803905480277,150.576827438951
GENE325,431.663997007393,810.105928157938,829.170159045477,226.290493951119
GENE326,350.607838791549,937.622198779992,580.830611648458,486.534496266597
GENE327,649.761054938187,588.188685397937,753.68667078615,562.034858518249
GENE328,945.52449165032,251.176152817289,623.838275246677,769.395521532606
GENE329,192.818108619087,666.212158202009,846.642851589051,211.94239185271
GENE330,467.644128286022,166.210107236102,1220.7651672945,668.931007593208
GENE331,642.573711603018,793.544226783692,363.898912263967,656.727175211947
GENE332,761.30650740745,365.756615369739,67.570696407974,852.851803476677
GENE333,189.318011987429,670.642323375218,1030.76515717353,206.239326970597
GENE334,312.337181140477,779.935142409541,678.131588484679,519.555819176007
GENE335,572.964075345891,77.6503929210347,270.685868064552,770.127520857653
GENE336,864.580272171281,589.628470344578,771.32937155306,629.282646024857
GENE337,376.082470006394,559.786943470774,379.549335635509,407.063242631354
GENE338,400.290471896118,366.552338459683,847.576798562895,987.880323953327
GENE339,299.329276703627,621.116044206689,273.51009544716,605.674711466902
GENE340,556.87678883739,342.778535035443,746.334810708415,648.045658812795
GENE341,955.753552141703,768.826176122748,410.021987943567,666.092132181213
GENE342,346.983756758882,521.056765655969,879.793369818257,458.618312677711
GENE343,425.615034720633,168.90102562048,615.609639152687,97.0940604359953
GENE344,378.346027044928,514.118997095447,727.112305305553,252.938713984743
GENE345,917.116807883034,937.15532919879,372.215075168558,1187.9299613946
GENE346,327.993573996918,828.657449143459,561.960062012674,451.480183929275
GENE347,246.620752269987,986.685536493151,714.076509822294,382.721412239701
GENE348,214.076384194982,685.180193620336,828.622372521112,296.257084740446
GENE349,500.82824418895,545.194625140223,932.236544244588,1077.6084395444
GENE350,724.12631046559,765.970367681043,566.854190931604,684.649626815225
GENE351,1065.17741849709,310.095083431343,192.705599736315,373.62539279117
GENE352,612.806870645481,765.151750587376,707.857842364336,1031.93625661324
GENE353,954.875805380441,740.918536546322,1271.16304493594,572.594109086266
GENE354,-77.1782290477703,482.844541271697,349.302069134035,690.88843157037
GENE355,912.487832446951,-82.3872864076559,219.654185409533,577.222769480484
GENE356,478.390940295835,606.781183501656,555.517777783888,556.968196657335
GENE357,699.177427193537,221.948145107837,802.754053893858,968.351549689982
GENE358,804.804985040214,570.092391864812,123.230173464213,639.659702669773
GENE359,69.7021229874474,740.968536252754,657.608770585087,617.373833407128
GENE360,282.370510953553,595.933370824827,834.138191115481,146.795402139938
GENE361,466.638965652341,769.156387038052,918.760681064581,866.916781477623
GENE362,1043.63805892382,779.635143122703,631.733507268013,446.024578660405
GENE363,516.828481272833,745.416357262235,535.544219867085,500.678694166788
GENE364,582.997405267083,464.178146889926,647.107804359706,464.702418512918
GENE365,1189.49093076233,885.917411175686,397.674636431735,439.46020699144
GENE366,987.232367740693,757.317122806546,920.199042735148,784.579505684582
GENE367,165.361891948683,357.356613198432,735.653411222922,949.489486408652
GENE368,820.749659733177,567.651926399126,429.579402836142,789.376566705473
GENE369,527.428263290943,868.172557251721,284.951341233817,413.040466638367
GENE370,700.684861031361,313.877668870004,459.346662465319,431.888609564298
GENE371,813.502255957284,388.519485678669,933.071264417861,535.033988108751
GENE372,682.628681594078,806.813103131916,583.236413691065,268.533298141287
GENE373,700.458874399485,428.11622040769,653.968306216946,517.179122780967
GENE374,695.197887262452,771.590463165684,411.791856678877,327.499909526388
GENE375,615.033394429999,995.292800214184,567.530939402088,683.336031818315
GENE376,500.165574198564,827.662509904215,587.22519163698,888.324164415686
GENE377,514.960557545693,283.159788653112,497.973283724073,830.372191027201
GENE378,742.839426879967,522.183415241182,308.901985726782,377.352754800862
GENE379,595.847238640256,109.079731323376,401.002993996244,171.578902950951
GENE380,210.564932681126,619.530193998055,528.495339364866,804.373832106742
GENE381,692.134174381086,208.218197756062,751.56391741582,779.817792785522
GENE382,259.490960870092,914.721392363679,1194.07899555999,1548.65450781189
GENE383,551.106352247554,434.603545394498,399.921929649646,717.349307490491
GENE384,220.099436966654,560.994121054737,580.942202305245,432.250488616643
GENE385,181.086907155533,671.828861986509,1035.8453852088,405.412779816401
GENE386,151.68319779561,348.321366356992,247.869731214971,575.768053063331
GENE387,701.594151927637,976.685683468603,291.378335396079,142.01054780959
GENE388,445.374422192042,875.864376979998,795.094019660913,777.141903941669
GENE389,505.859705899419,283.514828522017,504.294807773469,385.534983849331
GENE390,173.728704049797,665.778438703833,177.486805424929,842.585260071378
GENE391,143.571801105451,766.495489510724,-29.1234323164266,288.302558962801
GENE392,387.459179203416,336.482308517339,411.882600337127,321.721026667286
GENE393,118.456578904534,232.001809234061,180.533029353154,720.639533971893
GENE394,828.131941066358,582.084451883414,496.075986374301,646.191024930759
GENE395,710.398849065606,660.671983557728,849.872554297786,481.761925062986
GENE396,399.622943138196,709.163532102137,124.498749540858,462.201164716425
GENE397,209.786544602466,923.453121577892,580.1787701983,592.784547739597
GENE398,389.560585085933,718.123892791158,239.327453023624,165.042881693089
GENE399,346.852022481579,1048.46630604297,409.542182170316,134.454042588761
GENE400,746.273073488375,310.479110258448,652.126850300215,707.647432467954
GENE401,876.320427006654,717.332840244231,587.410588905499,11.4298355096688
GENE402,1125.82626999701,3.20606072262001,759.500706801403,365.229887601704
GENE403,226.20641164694,1016.82648101589,418.814915011274,708.660576834939
GENE404,20.7407276233221,532.961960242875,436.840921348452,350.154695494673
GENE405,538.187568859619,276.644014976977,1355.23522084343,785.812751903946
GENE406,694.954504081175,584.355760671948,795.212998073896,337.342579735016
GENE407,455.837476965135,119.977519097928,97.061257273631,158.691479342355
GENE408,466.805576797051,553.954057644805,423.185854125996,874.271100352349
GENE409,844.0379110535,628.500508116541,565.082842469835,301.916821839377
GENE410,459.730882670358,730.543429751935,682.967559047909,794.630571050767
GENE411,405.344476054423,529.797795489456,1049.68318341488,303.726288052035
GENE412,652.30155908531,933.216742824828,332.919312931892,352.675961980904
GENE413,555.233593377714,480.768258747678,40.829806483235,268.821204728522
GENE414,-342.60386542552,495.000446062299,757.582898220847,391.658543946653
GENE415,528.592180250057,553.719898891081,1007.52649125507,385.805423126896
GENE416,1019.76640015537,691.401237888516,510.871711456898,450.778270917732
