Genes,C3_a,C3_b,C3_c,C3_d
GENE133,917.95942269316,953.145584116259,965.819480048815,836.413790581644
GENE134,812.381576071978,861.130707079192,765.886000927484,769.582738751649
GENE135,838.928990263594,901.432756956645,896.8264926526,982.114099412007
GENE136,694.554797839467,1059.23953711004,884.813327533194,711.802575244422
GENE137,793.713396591442,857.271777718041,919.59743936931,1028.88028984295
GENE138,951.320764408661,1049.16934904363,887.578117698026,625.380809180058
GENE139,1175.47853281248,916.890557947157,851.226212802684,753.265471396188
GENE140,920.468799718314,829.864049708595,971.156952365633,985.282793090958
GENE141,867.442253482039,823.126294688044,777.384155973685,867.867213450441
GENE142,862.514927603796,872.964418506962,861.000397138545,954.166324230883
GENE143,776.215858685685,781.873567730408,871.99191293372,874.420201251124
GENE144,965.148171081018,998.351131868322,903.930195046537,857.512073180622
GENE145,975.375763247863,789.86716291602,1138.86081554726,863.944377614558
GENE146,847.553063805836,857.131602792934,1010.83344752812,939.450056610369
GENE147,955.110854651378,969.795114371649,773.151478377239,733.218811450811
GENE148,899.041450412034,921.04469465808,889.335704858094,815.302628042233
GENE149,1022.47357005437,948.221227067506,903.408556619084,913.261188874154
GENE150,991.173843434749,1028.17114226115,814.53662935078,862.710132866094
GENE151,1134.65547364587,819.772397317048,859.534750675477,995.566430587132
GENE152,936.444608416516,966.675809309173,719.710323417182,747.02782024845
GENE153,1088.57288450785,1002.94971393522,801.247132608082,797.91747524621
GENE154,1151.40446367021,1046.61870927604,830.217784762723,914.059852344028
GENE155,953.224990242292,913.956565458984,970.369637103658,995.342100983421
GENE156,923.978891776215,1081.07885129483,847.912889612011,787.336993528207
GENE157,902.50336529107,759.679992006982,959.09262454921,907.406699181464
GENE158,952.781285541038,928.086004056223,860.360952081614,982.080474951254
GENE159,930.426637306505,801.022868138206,753.29733858125,715.034507780989
GENE160,1010.23380944246,939.292769772084,1008.0904016756,782.172462721291
GENE161,938.715199087121,763.362316319862,714.370308522759,907.636292985814
GENE162,938.128097618537,855.334194872671,787.57067148475,808.282636149971
GENE163,819.107901945155,938.220092048095,950.178664733332,948.977596968434
GENE164,1142.22305639038,760.065244860419,882.668878873052,758.543970549637
GENE165,957.148540886459,1020.91526688615,734.630766209898,1003.84033022913
GENE166,685.942338513834,823.176385240079,804.532407692033,1068.77289197045
GENE167,826.732859821237,942.600438357068,875.958257380246,742.951067058438
GENE168,763.820467848153,987.886449940001,780.205171840111,1065.66634529752
GENE169,912.166937972436,1038.18650446014,713.071275654734,954.972122339796
GENE170,1177.13917063669,744.065111990469,1115.16515344257,865.904562699644
GENE171,886.621360538089,1075.72602236845,822.06380174781,862.033124359917
GENE172,783.791445675075,946.641847515513,885.806603377512,618.932520932869
GENE173,907.812163388897,979.403019540032,1211.3278390601,831.899578524663
GENE174,853.242230880588,966.623665073098,1052.27577971001,904.908699266653
GENE175,703.018616796825,995.304271365404,729.665858615808,856.194934547113
GENE176,776.357034379397,992.482951714188,751.359011105954,1043.01752697251
GENE177,880.916545202139,801.17705917939,1108.57308013978,1101.5222181474
GENE178,665.558530833827,729.858270025779,762.261833699545,911.920127724642
GENE179,972.791368907491,900.56561012149,509.257394911889,823.708913841232
GENE180,829.554427151132,940.140384444048,902.953142458539,834.276638416024
GENE181,1023.76856538581,892.378397766975,1033.24901220157,843.95061491758
GENE182,748.26248844666,774.110058083096,966.545212824798,702.240542838459
GENE183,1061.15064351029,853.205634552577,868.958506779392,834.628239782295
GENE184,1045.32441417392,1164.94532534332,936.985960373001,827.233329090842
GENE185,1015.21708026111,922.938276115432,1208.31306454231,864.469874451612
GENE186,827.40438706941,720.305455184403,848.272716713035,772.849350760756
GENE187,941.329467037259,831.893455159405,795.384442662596,841.123418450747
GENE188,1054.97364144323,865.180762651137,975.056081972274,957.127433835571
GENE189,800.125982400496,843.948601166491,1005.53404316151,793.631718173695
GENE190,825.786356554508,719.496532389813,880.30408751579,889.106877637016
GENE191,862.786251641607,763.736696316391,886.486651009949,974.882399097422
GENE192,933.252016190213,738.501019194159,1033.19672289272,859.038731591073
GENE193,672.320542787404,1095.5293264844,1030.99077952981,758.98029208944
GENE194,924.146422906417,884.440456841111,1235.26175276153,1033.86009393725
GENE195,711.090789844945,649.917083544959,1049.92826396409,838.768989523914
GENE196,774.534501103233,945.633738798703,965.583145750499,1065.56457855622
GENE197,820.789158460815,864.269786977069,1030.23715430261,937.065624982744
GENE198,891.94812303972,791.779993795126,973.390321599735,715.487826022888
GENE199,901.729165837368,685.120246197299,1016.36972245338,849.308037983791
GENE200,957.687513730704,886.783190555628,934.309177381558,934.566288094513
GENE201,1040.09068439693,715.285615187517,1060.51793694367,875.412107423316
GENE202,771.603455363341,875.978019352496,759.622537949448,796.636161041959
GENE203,819.113099494898,901.742944106319,787.01882667661,723.052457183312
GENE204,924.046051335286,742.810318690218,803.724292139633,987.919096623663
GENE205,1130.67531513717,891.068262524765,936.816101708734,989.471626384397
GENE206,897.46658481678,965.446213184459,919.886703493211,960.433316464216
GENE207,1062.39230634819,646.39766905855,814.818690424466,996.581181233857
GENE208,1029.0836824272,879.635539117476,814.491526996006,857.360297573524
GENE209,1095.47603844291,929.893564936904,871.361293563965,997.101916253551
GENE210,797.39947925358,688.317730120659,932.356721984786,939.975398063391
GENE211,1101.00911894315,689.77992974182,1051.19547352545,967.026477991429
GENE212,1026.74319493387,860.963072120641,720.451348753901,878.550590138381
GENE213,1067.81418143034,819.825829268902,823.397991454798,1172.33156726924
GENE214,1009.26533876862,916.192410700686,1019.23819711752,998.011141171903
GENE215,899.967161965543,754.181884199464,997.580537111375,1027.75019478901
GENE216,1101.96241703262,845.622227160528,734.86691064257,1039.38731569754
GENE217,802.647034755071,756.2680706901,806.062780674683,829.072160894795
GENE218,936.864869044006,739.554442814902,633.149129845304,959.239253022221
GENE219,891.208691931908,916.152336131921,754.273554465458,781.82545974022
GENE220,998.490966042896,842.838656530636,1145.6038318446,916.949939669266
GENE221,832.550404109631,867.757760028103,906.223242861212,848.646189892127
GENE222,846.100677284747,856.470979031987,936.37892802488,744.729794150348
GENE223,941.679100062338,803.738425769607,948.076552164176,855.085415563844
GENE224,929.037236277812,919.399868329378,991.646801700506,908.359533894599
GENE225,906.542484541184,951.211935291789,989.873205337356,1031.70107653034
GENE226,820.537365649193,893.784086668138,936.252440963887,832.206767197739
GENE227,1015.64516445185,874.457325089244,732.837087628474,913.540422866918
GENE228,1009.21300688845,971.912137090114,908.656726519547,849.063111691799
GENE229,822.463624136781,921.924228816594,815.548128557225,794.790121593974
GENE230,1015.75969242929,693.837619396498,962.763916191946,999.560621622379
GENE231,924.804798293815,996.700117781448,1004.66690790808,1012.0294572105
GENE232,1043.50486858709,947.809822395002,839.475028089188,1010.61637576598
GENE233,937.678489531854,726.157077858704,902.94618963593,710.164367032965
GENE234,825.387833282191,1204.14722522102,804.757815480824,940.512342395476
GENE235,766.269631275876,897.311396977596,817.560201332573,836.262729162329
GENE236,863.257863650417,912.264112357842,1022.47139479874,782.862861537085
GENE237,966.27817105437,856.38791414067,780.924811950327,633.004835830737
GENE238,753.771807634611,829.873065890327,1009.97112256162,929.716872854633
GENE239,907.943721053591,984.635491928057,871.238245731295,674.598272380848
GENE240,1100.76059930914,761.403922570573,1005.20613392945,883.921758355036
GENE241,806.562817787484,955.292140398998,991.825374709888,768.516670222167
GENE242,679.501872591814,597.048944163444,882.568425494567,829.640713673424
GENE243,1059.981555382,937.974279143772,1014.7970431122,999.056770224196
GENE244,676.786012427169,888.268220629658,826.55888940449,779.864463436227
GENE245,933.893750335524,1015.06791901714,941.713842005059,1114.10093856273
GENE246,983.091653158128,847.244464324079,727.191227709053,746.715429415347
GENE247,979.416198732023,840.859262833134,1055.04763161611,1077.90438658916
GENE248,964.188553405416,989.064784015789,858.865741205569,914.94338740084
GENE249,935.194872811263,855.636807205757,721.838238614974,863.439687912657
GENE250,923.007154541689,1199.2769130159,1020.70690695983,913.711791999432
GENE251,809.283884888454,773.980222045873,895.477634201703,869.945176392159
GENE252,973.215656520664,872.907992463843,953.836687924724,868.430217655296
GENE253,944.950447047727,754.695543316522,888.772587789236,1151.11179003745
GENE254,863.226854034567,648.733691678075,916.591542114099,947.670387063894
GENE255,747.6091596715,1131.53685509753,887.801379263311,1069.97096244681
GENE256,1066.99390981695,762.866506795912,843.534536929692,746.50969968847
GENE257,907.211276344455,762.052914313458,935.509735328467,938.076889848991
GENE258,766.391163983048,824.325696801437,769.572426309221,752.032524384511
GENE259,1087.45833773598,866.357964847648,987.379837055896,927.318079432335
GENE260,846.798446131141,1019.13616196482,865.792944824164,981.359852692364
GENE261,962.498166382189,818.460858357554,1115.12870601288,797.852804538708
GENE262,898.023553640025,879.904316240267,904.488350841005,1103.83327193812
GENE263,727.4248820347,800.264946620162,835.390767632887,1080.29139579265
GENE264,976.63505772395,824.869286759092,1046.37588166577,1083.92363518803
GENE265,989.685277553804,866.711040281214,735.154689652925,1011.36765499304
GENE266,605.307421699572,936.932794445819,955.932203611235,1080.98300872479
GENE267,950.122211407419,1011.72696315472,934.483543889837,987.042597540432
GENE268,1158.38158022686,952.546808481058,1031.51934308765,915.201990509684
GENE269,913.215066610928,831.298031395492,1089.2173774819,1085.25619217416
GENE270,1037.62086302086,897.149180263551,885.253076266594,765.744961889287
GENE271,942.123339928889,933.432649245379,955.414537393979,893.781974670412
GENE272,924.728730453893,1144.06657709004,884.115728033038,915.084229840305
GENE273,964.363207502635,907.105543967959,1003.62232565135,1099.00478333283
GENE274,979.697022986218,860.948021736886,811.484234500311,976.496123107157
GENE275,878.212912032862,892.225378061244,710.124873717526,980.697500712939
GENE276,1197.4210417029,905.6644944463,981.396654070948,845.346780819725
GENE277,804.641399871588,837.15923795374,844.515739531523,930.615530022486
GENE278,1064.91830698415,956.185176542944,1205.58372548558,853.187664093423
GENE279,963.242162050169,739.884804477306,850.67725636766,800.015236854807
GENE280,1284.67102646142,1268.99157867344,926.823941053296,950.051606777186
GENE281,842.997010930465,954.090582696972,773.513119663398,1089.41671856893
GENE282,857.55561401257,882.54608034918,915.304127910084,647.643346530597
GENE283,976.634079692886,793.246764284936,917.19194603686,904.81066288588
GENE284,873.398368312971,985.743134285378,1094.30299648512,705.722989564728
GENE285,820.218943294926,856.251046410953,973.825504429302,733.812432080431
GENE286,1057.5738826549,1070.44999158328,868.695328588273,803.028509252088
GENE287,981.211131600584,667.080207022459,887.230670053843,1040.68089945441
GENE288,969.70775901516,1004.48761192801,684.854956314368,1099.02420542289
GENE289,1038.50581433583,849.840042493832,965.617623960766,1019.57942172561
GENE290,878.906232480375,944.545239430727,927.518204224606,882.659440537788
GENE291,756.933958328058,992.731071487355,956.143889381907,854.789731553721
GENE292,823.948400564998,933.694379748819,1112.2696899902,893.71487059789
GENE293,844.286147708645,1133.89602149094,885.592493981406,1138.94888527979
GENE294,778.404559747733,878.461515303986,787.500132448468,964.226840859345
GENE295,1071.76122780628,953.827928973354,981.911306708382,774.32527459143
GENE296,925.654028850768,1119.60415717605,811.422102832068,770.084740802709
GENE297,843.609079504125,971.537310930761,757.593486580644,746.538656123795
GENE298,783.543476885533,1048.80024065931,824.452645332134,970.396176987897
GENE299,994.077290586277,885.337578863561,998.169846435858,870.39680704385
GENE300,798.496808732459,1113.08134500008,929.589988756916,861.991691275622
GENE301,869.916068562168,1063.67279417655,1108.90475439616,1072.02398448136
GENE302,850.89983045349,927.917412615399,944.129371583607,784.432606391971
GENE303,907.387341606227,988.594659153343,909.585015320225,722.97360567281
GENE304,914.845014934524,795.75076351153,882.071131837586,866.617979950393
GENE305,817.274177419602,689.46140575224,978.624875126599,856.97159878623
GENE306,829.04889341652,1029.19840087789,838.700637404776,836.86903810964
GENE307,994.228552728366,890.713082642214,769.515041349528,1019.60284117862
GENE308,943.246459483483,863.599922598419,743.167758838618,766.341397267375
GENE309,839.416937273481,879.271990035601,884.934357617873,1228.53071953313
GENE310,935.247817143911,892.102357031691,967.145029924072,868.866088667275
GENE311,752.390529677385,966.861919293318,843.597453384908,904.478708809364
GENE312,1102.50959240768,916.105575534454,886.130347271426,853.610597827423
GENE313,885.209417724062,794.713469979912,814.801199116897,907.075862160535
GENE314,1019.59091057545,1100.5376871134,916.912534003314,1220.21174123679
GENE315,870.747149077169,847.391457221662,942.555931001025,860.435217152807
GENE316,944.838458735144,950.119696853655,1096.88393182474,1112.51314736717
GENE317,924.590927231438,719.143794265067,1133.9538336412,976.640850776407
GENE318,879.123227542313,1020.32068425358,886.523092871081,848.836391162238
GENE319,981.338771263911,1041.16805050466,918.443870565658,649.992830509229
GENE320,1024.95907618672,784.945845507678,904.599683815834,964.650831167659
GENE321,917.408171835799,818.706240605557,737.110584879624,789.122237785294
GENE322,889.433570480802,802.108995458272,996.695370884066,827.938726623362
GENE323,1068.6784396087,931.299968698263,974.429910123458,937.189053043922
GENE324,1031.96121244971,1061.71176379466,810.544442614736,847.074499600794
GENE325,911.266541582094,1097.62815940377,1002.72199607109,861.535868927825
GENE326,1016.05000404352,900.964404813078,772.960641076351,714.865158228511
GENE327,984.879502098582,839.248115645308,875.062509924037,982.033098843003
GENE328,665.874673198794,901.778378758767,908.327697955074,888.352956827506
GENE329,1132.5133195845,1001.7077599338,905.102465131723,898.202606930041
GENE330,1061.20203134833,891.884770431736,805.455874135504,967.156898871701
GENE331,993.44502716964,733.868159952882,1058.42281515801,1019.70051123541
GENE332,944.05913490136,839.000667909023,871.380651082055,707.532125928454
GENE333,831.121721742682,1104.69595010531,1130.11535573253,972.274948073314
GENE334,904.970696260831,978.921121064157,936.458515405058,1057.71745643216
GENE335,1011.70962443276,718.330747410248,1102.45996557654,949.851572444452
GENE336,851.18016562993,703.152128856446,707.296640298549,995.118871125803
GENE337,853.334808920276,906.832283817952,911.297477232132,882.780430428679
GENE338,891.197738079455,958.770706256655,1070.33844507889,1019.20796090703
GENE339,1054.35888409883,1081.54069634174,955.573475599816,853.848078561839
GENE340,823.537515964306,781.709708055313,912.854609658594,822.574876443485
GENE341,881.612661140868,849.851181385466,873.231990657204,1006.57231079428
GENE342,890.953842905905,903.707865369695,816.508093852534,717.951712224244
GENE343,848.812888457906,913.159536232978,844.655265498203,857.180702489796
GENE344,923.558934260444,706.412651127769,822.909473663817,863.349317805787
GENE345,923.805066208635,733.581783801814,713.236856767982,1011.44050366217
GENE346,730.17299966204,923.274808138874,1027.53238873236,874.601183149307
GENE347,1002.43585598142,1068.60333249778,923.126164907736,1121.20098762872
GENE348,1027.71817768655,892.907492476036,733.146208305234,1083.10709713696
GENE349,940.413304414398,857.451950167869,879.003246692626,1029.8014398015
GENE350,962.94641182879,887.639603311491,810.206849393684,1017.06550855423
GENE351,1004.54348062728,848.169088609921,947.259974932449,918.756542180048
GENE352,895.272519566529,861.242978575493,934.466524546689,896.990942022894
GENE353,892.830066438615,927.282886333563,832.54784290991,844.396561943764
GENE354,853.63064586549,931.717422657847,895.714031951341,771.48213728046
GENE355,767.295085500385,935.155561684272,798.119451372373,956.347755358244
GENE356,942.62141004317,827.861117912084,844.915872824824,877.26828768682
GENE357,1016.80887692603,720.044355668098,866.13220811921,939.606210701636
GENE358,1104.05729728763,810.152257911763,761.327604198928,1041.96982291558
GENE359,930.199393046403,751.838671261441,935.36974525838,937.207061069299
GENE360,898.669937388674,833.410653381707,1089.30131229407,1017.65854682951
GENE361,953.30226473839,952.343209544803,661.838405555267,1022.0366229174
GENE362,881.21209746272,1004.96402203787,777.564350934594,940.411261733721
GENE363,877.407076509723,878.006893897158,883.603055044723,1096.27361363701
GENE364,1009.3539464357,1053.2162401241,759.635519854284,814.285930942978
GENE365,935.894336904511,1247.02994459104,693.697296753549,639.979711997122
GENE366,676.624018380577,900.768003513041,736.871269160251,713.83215009117
GENE367,749.071942535481,870.867030846338,996.684178184689,983.028120372299
GENE368,996.571656169241,1034.46963976964,788.096789159055,953.468522938361
GENE369,1060.56285656433,798.706529147375,870.800185917468,976.979114773829
GENE370,748.045587095972,873.672245941942,922.393236281199,988.991113222961
GENE371,984.166349937665,738.071475975675,771.711137324322,906.12151941961
GENE372,932.747983702201,909.171292682371,983.933526098346,1010.26462509056
GENE373,880.360738669186,931.724447378106,757.165329227234,844.365968426487
GENE374,918.160690175875,580.879811497591,1042.45449429875,1117.54506125222
GENE375,815.90355489126,1025.54205884604,1008.2812523057,637.551930782718
GENE376,884.226604237548,899.041864235479,910.248209602682,744.476186796506
GENE377,819.069061561266,857.204968090321,826.942906137311,1011.57351744082
GENE378,978.227971228876,1034.78555473013,873.077010596352,908.385477194199
GENE379,964.510891300141,631.415301689071,849.732654303815,774.360183572107
GENE380,957.967733974896,874.200610317938,723.540507988183,1007.2642655545
GENE381,815.799261887374,1036.3193708181,745.910576931871,810.373837526421
GENE382,907.514409144728,909.888869726142,921.497161376358,1021.42705016855
GENE383,642.15202196713,812.282910394263,806.495048032785,924.694692775137
GENE384,904.57900941379,895.394473658775,998.947238254597,946.600297279887
GENE385,726.493300385644,1056.54314890296,795.602072464142,953.976669321727
GENE386,790.96270900531,1025.16966461557,824.24315735106,1049.96701022037
GENE387,940.01660289026,951.6599701299,864.984121777436,789.492460118151
GENE388,860.887855024044,655.572849825856,729.776078613666,1106.74358237094
GENE389,932.789281106943,781.27929194784,811.839434711189,833.309171962986
GENE390,838.537002074014,929.800041727737,967.174517213644,864.276159650163
GENE391,780.978788130503,816.73988826563,908.276938287513,808.993320148934
GENE392,754.303702381128,866.421119405311,964.419833041934,968.145750031095
GENE393,931.954904910898,942.980361967768,739.244447789352,933.956030073228
GENE394,922.018083120229,916.320612650498,910.269604609406,940.056543368172
GENE395,815.703031254083,801.62754299263,1059.6475727516,745.391923009735
GENE396,1116.07737977441,807.216060917863,1056.12653745403,1040.10882599628
GENE397,908.029869965846,944.241536059183,981.64711247366,894.693923407097
GENE398,829.41388608536,1099.29571272023,1043.30626243483,887.406320747728
GENE399,869.334739984064,801.62523088735,689.942663996776,1019.61513645233
GENE400,832.108716497499,932.99423834377,1030.1442185817,976.776046585301
GENE401,1057.66804936669,835.959710507003,952.280186023785,772.683402536016
GENE402,750.987112342404,775.247272361012,879.38831656614,976.693361608681
GENE403,747.765286877645,844.914286830536,1272.79887143543,1057.72931981179
GENE404,913.89306102144,995.397742937655,976.251373422318,922.709631584097
GENE405,910.015189912087,728.547902559804,1036.65572229358,928.797094254976
GENE406,829.842579366411,892.339945035304,788.593577698566,1150.35187689139
GENE407,1147.1620697476,895.188105271482,873.117294884438,811.551607749641
GENE408,732.986642287435,968.36500150239,858.997824233186,855.678458293389
GENE409,838.74436633898,836.363866764956,1200.65445804351,760.099481717382
GENE410,770.059368657273,1037.65859525314,809.746726155661,867.353060071815
GENE411,887.006636976159,783.725852631501,739.077163610495,994.29472548937
GENE412,756.650764629177,909.933958181499,869.462480715467,733.317164567196
GENE413,922.589151242704,891.187479876548,1193.82114853942,904.236007355866
