Genes,C5_a,C5_b,C5_c,C5_d
GENE96,794.973172140381,1041.58969391022,889.088753300892,768.174333834186
GENE97,774.16953602139,986.655196311881,939.378885248895,794.871330382179
GENE98,813.815036963313,756.116275337227,1007.14635412991,822.868066388848
GENE99,583.844488155002,1044.73423320392,851.5971297804,832.15176684418
GENE100,1010.26835166303,872.304459754987,928.710171911435,988.794615967477
GENE101,897.354159104953,863.359496918056,989.968241463058,928.592997384899
GENE102,746.295232834431,810.087514562673,1047.38356849057,1078.78720323379
GENE103,912.290939376546,844.537705042911,778.053450847893,708.880462561096
GENE104,809.950392552476,1051.59292165985,880.996698861399,924.6340153562
GENE105,898.865518150213,848.145177621672,973.77317927047,989.675113378955
GENE106,977.509861201535,953.463348330306,805.723808144133,953.149467352198
GENE107,818.154729198352,875.786455982919,751.022199079918,925.620108914773
GENE108,858.254056209991,1045.07007387027,786.048790692644,955.831094297228
GENE109,899.582830950284,875.08697319831,853.426961841605,892.989339739991
GENE110,884.177320684736,917.106082292767,1086.61313559123,731.665895364355
GENE111,828.983832756441,944.079932470838,1050.17067454169,870.268505027606
GENE112,942.535707040645,1046.66936904741,838.136842747135,909.963452465061
GENE113,965.02179531089,878.871226252361,973.913146135386,869.465829911682
GENE114,882.69950292615,847.728303070942,895.807687492923,957.939603698807
GENE115,708.382994327373,877.272082550051,844.2698029638,748.590352151826
GENE116,638.884321775127,868.140123629161,996.815348950356,1071.74230998719
GENE117,838.228470760935,822.381755561793,1081.06786772992,873.362168171713
GENE118,943.103922359332,918.627937029981,909.965607291741,1125.84207715653
GENE119,824.656393644173,820.263077460745,981.254974963477,890.646840512539
GENE120,1086.80827725179,1005.49698233453,939.647994224247,935.444589499099
GENE121,1062.11803845264,926.187059048036,886.060970904745,930.715601530115
GENE122,827.905569089566,900.455356738107,818.628726520909,929.947307911523
GENE123,1049.6624446562,863.861907704737,1114.04249080238,751.359158995219
GENE124,916.380705656599,888.076335143088,950.237058745073,845.978549680388
GENE125,1028.192102166,868.435171964788,903.713998454727,1051.94748809855
GENE126,756.887658821915,868.602319426832,873.807813779985,823.226132379846
GENE127,945.377840440034,768.475756552119,861.978674811071,954.807995839082
GENE128,1035.87876317222,733.54820199654,794.057998693296,651.708020635787
GENE129,741.304053539193,775.632206541116,907.847971020642,892.413510654588
GENE130,983.375681660382,992.342035454505,968.482222693418,790.931006013615
GENE131,1071.31705416413,852.086981069483,789.391174402823,750.495419662884
GENE132,796.632731221256,1015.90728992469,979.164392795234,1063.86937661271
GENE133,985.124534836334,862.51577089161,1066.25558473574,799.146562903865
GENE134,996.394141591946,772.076138577364,812.796041368535,1063.07862299507
GENE135,880.625535921062,883.330601521198,821.207490728457,946.178531091543
GENE136,789.051098627279,744.810779265929,739.762831550822,710.209150304589
GENE137,929.043596196616,908.120474749067,1113.33829023986,1054.75679800405
GENE138,868.860091831219,839.248453817159,1032.11694338162,856.986845396532
GENE139,778.641175616246,829.107023289689,884.202766882342,924.467285086022
GENE140,938.571323504787,948.383695612364,1055.5125402797,933.22085481582
GENE141,939.287481694616,854.000127822826,926.997152469434,1069.87790453361
GENE142,780.592758997503,986.415819335575,1080.40355466634,1127.89635976832
GENE143,840.221650776066,835.000996024836,1027.46136775254,968.395322855072
GENE144,777.977806921589,1044.16025064854,762.22134403013,974.080152378275
GENE145,805.21911105535,1023.77799612545,807.088875889401,857.149492557259
GENE146,905.724360293263,934.521175703192,912.401311398442,752.384176407387
GENE147,847.27276448793,908.609876400531,947.425096897839,905.653861055656
GENE148,1086.14009973748,830.794575577447,995.864426039614,923.889141986827
GENE149,740.293684437726,1102.40659754685,748.580569189436,847.220399881568
GENE150,940.634512271396,824.489566705627,869.716389442225,915.663810060976
GENE151,979.275890196058,945.14195783761,886.176209448224,1055.72405874238
GENE152,1037.7741890359,934.327108475918,894.200267260308,958.643047107416
GENE153,796.835280114751,857.714243620015,763.634273302467,668.251758487693
GENE154,831.201829549732,748.266725029464,874.85852051845,945.135193204486
GENE155,853.027071839749,927.087411462858,1011.18439652404,924.18497141969
GENE156,1002.78924692651,932.409773444929,950.051639725994,848.776458282081
GENE157,1001.97594329874,897.953560406124,888.267136071014,1034.49837399507
GENE158,1042.67067227643,715.142624124887,894.825715031977,744.89377942599
GENE159,939.282140529318,944.06568869723,919.296613174011,997.855955350201
GENE160,898.609498322292,987.686763252141,770.948277476726,943.893609141687
GENE161,984.67570129892,953.542840751335,941.443267187625,997.449034022693
GENE162,874.75648178281,1007.7634567764,1104.43493861062,890.888095204264
GENE163,863.932858358144,878.752307458324,960.543470191263,841.763849030283
GENE164,958.21534549172,814.883229164666,823.86970387703,615.761232978381
GENE165,787.93897774333,983.933350361164,932.079318177848,936.31658724943
GENE166,1008.76017518609,872.36981987034,760.699637268027,888.871165510967
GENE167,886.2128421187,808.369986258914,996.413928578389,950.291233709576
GENE168,777.532874905105,867.805230499887,849.27304102557,906.131510243256
GENE169,712.743696965787,940.140225739185,980.236410557599,788.772042156192
GENE170,944.03425883584,846.91205111578,936.688633492747,846.224941503317
GENE171,738.680118558219,1065.33636598566,852.728510304749,835.753250578983
GENE172,934.072258741653,985.862763438259,914.077209038741,1044.06258277838
GENE173,908.540519766473,1021.0462563432,867.170167363795,808.099626455112
GENE174,980.125972019062,904.789380776711,943.415061262391,962.507061321285
GENE175,891.681758077965,890.092381157197,783.261778601138,659.809111174903
GENE176,786.336838836114,925.270847191323,1114.03109725768,914.212604771335
GENE177,1007.92865773753,1037.63899910518,705.862017392701,907.417266338273
GENE178,973.179872627004,998.5004765579,821.59214583936,934.132389205281
GENE179,947.219830267876,838.370130093742,983.531308433504,786.348515286499
GENE180,858.516313978729,842.890256952194,730.478934869432,813.304544162571
GENE181,874.158910800693,1046.6410574547,903.120587915097,874.923512573873
GENE182,881.175918727512,922.503584169039,868.857921499832,853.279101580329
GENE183,951.127111771999,949.200413669942,876.001845952074,812.504553800515
GENE184,1075.93712873066,936.723704472624,849.968956422351,1027.18076019214
GENE185,890.60829208825,926.652252435168,861.72972569745,972.285201429072
GENE186,1072.2221418856,864.091403771351,963.664050202688,913.420913793888
GENE187,846.83999479943,1041.61809181342,773.821237105191,941.880001363779
GENE188,660.56042897659,862.779531165951,848.3906863293,871.802659106442
GENE189,879.174593310777,1134.84528102335,940.777191985979,895.106646550533
GENE190,979.911325204794,1021.61143660982,838.560397880299,849.611213684024
GENE191,827.702552962475,833.76136512215,820.582521066052,885.776121407604
GENE192,791.823048099539,905.437544699222,842.930693708582,831.376691123385
GENE193,749.574553330763,664.615685567006,1053.68875666143,902.62038984999
GENE194,830.339203591703,1068.53033788793,1072.20587957603,798.378994863196
GENE195,917.516661633886,871.536760473401,1090.33508838053,1097.29655611386
GENE196,850.976219670049,981.086068042567,815.884708832201,805.867302110873
GENE197,842.121021576066,930.704604168959,952.833216014879,608.600592447013
GENE198,943.150346055843,1161.50319677735,805.761097356317,944.537343139422
GENE199,870.520416313557,793.606222119977,771.855005977878,944.751449729443
GENE200,1030.6927406622,837.000027298169,985.662930413049,1112.89950743369
GENE201,794.017141690612,801.157415533878,982.599404776765,1037.56290595317
GENE202,882.758191903846,902.559518624129,905.409775050154,738.392432595997
GENE203,978.348759058846,686.849959034552,937.132234452576,790.836601820489
GENE204,879.860173226939,967.322461021358,869.372822306507,934.622876602968
GENE205,807.022402711761,800.533161989036,869.760139028465,864.5897005797
GENE206,967.875668791664,910.518902892755,898.271640681127,828.409736736481
GENE207,931.061627413881,983.256579362525,893.411718930967,942.72356716846
GENE208,931.755083282579,983.404992774423,904.875122414807,836.894023421208
GENE209,752.278248802047,907.6126994102,1009.59079348411,944.535170555283
GENE210,783.916990507326,1008.38232205588,828.460885909149,907.065466335177
GENE211,864.751936112106,850.266261243799,899.492633036742,862.79037857824
GENE212,760.790506579983,926.252549253589,840.650957395913,883.324847395828
GENE213,990.932188649864,930.725510844891,897.242975607535,1058.15620459393
GENE214,1088.68341052155,783.652237492975,948.052982744978,930.771035939317
GENE215,892.742011978968,724.381916531549,781.224753608483,1052.56643497906
GENE216,1015.77435252622,1018.14756319545,877.602134393538,841.079049887418
GENE217,799.336233280361,887.046317316686,807.474154882669,919.635239951164
GENE218,955.931066334276,996.656962063114,848.889019195679,911.897385909588
GENE219,984.477179333839,938.60043072293,804.451895039932,923.695850207392
GENE220,814.53842633528,786.105313669731,979.380973231437,1053.1080306431
GENE221,673.046230645106,1070.5845388367,871.539211160385,930.747430225874
GENE222,944.93728625352,990.947394795714,872.30471925978,900.22964780733
GENE223,902.200890963169,897.748203375219,855.627833886285,940.014976670068
GENE224,1010.93971203253,797.431415143663,1149.34236066956,950.597504923018
GENE225,905.322650741905,720.066117805347,941.848569743353,926.486779584099
GENE226,882.051720866798,872.001132837302,904.568459595671,960.05242971553
GENE227,1009.76652525525,885.037835367068,767.246234621214,830.225076496682
GENE228,809.155937778197,1060.0264043131,702.802211826803,848.660377337188
GENE229,713.558655021746,716.840346314032,889.134690398318,1040.83802897277
GENE230,1017.27909183391,1038.61036165714,924.074387770796,1035.10492586242
GENE231,792.53039187083,801.995022911544,961.348350970284,910.09152358057
GENE232,940.871887884967,946.699557968024,957.040553771316,937.525292621134
GENE233,1005.6450659744,1132.34574651429,910.237767490061,945.922588832835
GENE234,899.996016717593,1014.83892476685,917.275796271993,958.9113160981
GENE235,899.786246795406,982.457775550907,761.349097098244,813.029366950855
GENE236,765.675503423077,1036.68766292224,1175.71823320419,931.143703117314
GENE237,1013.30667389924,747.272489634998,847.110579683735,780.337877371307
GENE238,825.326983648303,1060.34063220956,983.24014204257,699.833743696578
GENE239,913.958293587143,986.161285543994,861.753848857811,832.920156855558
GENE240,962.884656657199,899.634293900884,820.890402328523,915.797498677456
GENE241,728.068239290995,812.820115351465,960.541587986016,980.004156017435
GENE242,905.749939249593,901.640304948579,995.661558537971,907.412597038021
GENE243,967.21111529335,763.364567814812,1039.52433389628,783.767832070474
GENE244,1007.85537191584,957.817459174675,959.436772772129,782.562296794453
GENE245,812.3385472076,1065.77012882131,1053.91202720494,825.195267797295
GENE246,804.495242475908,670.505377843497,826.85399758292,962.005913979848
GENE247,944.475246391955,1052.30223632981,933.890127446915,943.596142119271
GENE248,930.021897273258,1136.23830479539,980.533030757251,974.116173142986
GENE249,812.34075673573,966.569092646728,935.48385481959,1001.45191257557
GENE250,1022.65705076469,958.445723779479,944.475422476028,805.700237629578
GENE251,792.955840078367,860.794271820843,827.127590888034,880.561787252094
GENE252,896.890586818365,920.873881691507,1029.22688127221,974.368524300024
GENE253,715.372529481578,1105.72271946044,947.192178214311,761.655063978429
GENE254,940.867985864966,865.530112191769,951.618921676371,1048.04966837703
GENE255,757.031073159793,611.09398902112,825.132283856796,1030.09826099312
GENE256,970.267426858564,951.052348759465,997.216995678065,1029.39817696742
GENE257,923.515094082182,852.060226169241,879.771081839622,847.508948464422
GENE258,936.672008147444,965.203350066181,798.537487830478,894.730227924694
GENE259,929.549015245697,1001.79074675524,800.268837322448,836.743814476048
GENE260,955.706740220585,1154.82403576084,836.281647750835,888.118959658688
GENE261,920.900193124388,880.002542056786,863.630293306744,880.466332565958
GENE262,832.786842385198,957.406268344309,1099.20913190614,986.459376011062
GENE263,885.580622745545,1115.8864050496,864.276259928203,910.69496574766
GENE264,1021.93508370197,862.777375406765,682.418015787369,1052.86959694879
GENE265,1059.93322096506,925.032025756718,1085.35463477794,1035.53522873164
GENE266,794.961877942736,783.598356766988,806.491306836554,872.723161002671
GENE267,1152.1637209591,905.22385795427,923.897764007025,861.667490197053
GENE268,918.000051359111,933.976494813615,1057.16236262069,959.294944940244
GENE269,1075.36973962863,876.284882324082,919.572513993692,771.222973635605
GENE270,829.795790032588,898.356549590329,1042.83505848594,967.835913324399
GENE271,854.076205907842,1021.22768899397,992.505093162308,841.533061196262
GENE272,1065.98389056826,897.239118329886,845.558359670638,957.503729142976
GENE273,1160.8493933835,1084.18148958198,937.473452317887,758.022735992741
GENE274,937.321504936078,985.504713791775,903.843328291569,765.315497577018
GENE275,907.355096772428,804.412019760781,1018.04207141343,936.860944964257
GENE276,1032.34606792416,959.621260524674,840.609673316566,996.153035553687
GENE277,935.396121852885,822.523655751019,900.193466479267,986.509883327264
GENE278,885.216113813601,863.525754718752,1027.23421398764,883.408626707769
GENE279,778.711850230666,817.901399606138,864.561807163502,1014.05154301679
GENE280,1046.58464252473,827.6604650499,1023.88477128884,939.637441675395
GENE281,912.011244449474,920.458608497645,854.695777891283,1041.17446638434
GENE282,995.814896107982,926.307222222624,867.649366282535,925.654886882101
GENE283,1035.48264748456,992.574468490136,850.715610837153,989.145687023263
GENE284,781.959615971003,801.491090623067,940.927122776406,982.71688748706
GENE285,829.964887094738,889.41316247013,1016.93414758125,956.68583789903
GENE286,838.672485325054,939.754762069316,771.265854352746,856.126646920637
GENE287,832.391574058294,988.289989641386,987.137060391275,979.757180153086
GENE288,938.042340752512,745.642523657485,870.508732752206,788.610563469638
GENE289,675.254207819841,804.619415985208,998.85021137317,731.469978945663
GENE290,984.56886217963,886.647643750958,1059.81137042157,1010.15246738959
GENE291,602.668059942247,1147.85832774603,915.428486257464,998.414064549244
GENE292,907.108923739082,1152.9565433424,948.586283640214,866.403714648029
GENE293,1032.41429865361,882.095140767736,801.413281417681,986.660810064801
GENE294,784.854492422155,814.015368614793,814.795920247764,736.995277516853
GENE295,860.949354097006,742.908401924787,649.95038986905,988.858113116501
GENE296,889.686779181525,851.687246382038,989.583716437352,990.755797533273
GENE297,931.231533821434,929.143932406321,1010.76656632265,891.360882952731
GENE298,576.224560730306,779.122870545609,933.24056734752,781.589712373411
GENE299,816.026843765994,938.848203166183,817.859044212536,1055.427657532
GENE300,914.624150017102,679.114189671327,832.861746410562,1023.31547057134
GENE301,1089.96837455442,799.881801191005,1061.14789921154,1033.96034539138
GENE302,694.017464773673,925.579907011489,890.108901692821,894.633923592487
GENE303,701.45062945089,875.825407066944,958.842400964046,901.019545501225
GENE304,861.346369549522,1006.33614193951,931.87812669025,981.834889035724
GENE305,643.929061101492,1067.47789293513,890.663097721721,883.015874036059
GENE306,908.545062253468,957.257941646301,748.001435978712,817.134275852247
GENE307,1023.65174625127,922.762352968037,688.517904853784,1089.81778264957
GENE308,877.577609833572,836.847393160653,976.244965462829,910.65703191135
GENE309,873.605899204697,791.003690882205,978.621215985636,816.164037546737
GENE310,845.078494547747,1024.87303296857,697.670105787078,833.405363615252
GENE311,1019.10642963739,890.775972915468,837.244557352926,822.262602392659
GENE312,1125.46099022251,917.160053714544,831.691732115635,813.780093866941
GENE313,1014.38796560884,944.545831525049,943.730201785294,787.584685214196
GENE314,701.002165724596,1101.84515298029,881.603863807262,833.687707305138
GENE315,873.25227389494,897.006260039641,829.880209054618,892.941163284533
GENE316,981.549580687573,901.456642967961,895.186777460247,1063.10511916649
GENE317,955.894316577836,729.018053812038,850.040907267964,929.580536494555
GENE318,966.945413834256,869.077368751933,1027.92019859296,1116.44972306186
GENE319,981.124657847849,680.785821817405,897.035711731531,918.124297688379
GENE320,939.784792792739,887.836664489064,954.070057012907,871.898338933418
GENE321,903.659946524951,676.96182402056,760.193292185456,1019.20229622938
GENE322,859.966219448033,878.672257056083,808.015455553505,920.391559534838
GENE323,936.994675400478,865.096716865587,1059.22113347199,670.645536360606
GENE324,741.140408157524,1087.57028581968,875.734535704064,986.956557326679
GENE325,1023.86360555,1140.09497749375,1052.22506317347,835.198836322185
GENE326,770.601207694891,748.280302553682,907.723248725423,951.019181045755
GENE327,865.060194451247,951.967075186448,901.312024333101,785.069246724183
GENE328,993.640122687755,1095.28841039723,1003.77013132067,843.823336580407
GENE329,851.654063018572,851.94738755015,1020.00429444936,901.189663835759
GENE330,840.327618890372,885.712963657156,959.031361051004,812.911062099445
GENE331,724.603176384978,874.610458520013,958.738881029354,800.491373374647
GENE332,975.666747565939,832.147833211676,971.967258005547,892.384742507063
GENE333,778.77385515781,1102.03374052347,788.35301881766,952.607159051243
GENE334,799.384189517144,806.241601385683,980.439872888074,885.557457870388
GENE335,875.799808194146,875.52628671468,603.869740121252,854.916625964553
GENE336,865.743433898779,898.515021427701,927.704344841778,889.917778190279
GENE337,874.719199128192,817.50952199567,1067.72773558936,1093.08185411985
GENE338,815.33891202709,843.189362657693,936.325148675803,851.227749244602
GENE339,989.9062717151,1082.30288182892,1008.02142090209,911.076752964603
GENE340,799.084128381279,991.156736080009,895.85849247118,1044.09113801229
GENE341,1115.5060776789,861.330895020595,848.48539044199,784.743517832558
GENE342,1040.6904140235,1016.9834151571,976.383297048741,911.727442516853
GENE343,729.606646640182,1004.13573558462,1017.78146405128,824.324065878257
GENE344,1040.12594674896,883.346148052445,916.547280689811,1017.5077789771
GENE345,683.246285944344,845.67341576522,765.428877087233,873.96285171928
GENE346,889.097066836484,856.670770498563,898.684555796961,907.978594349682
GENE347,972.253567106322,932.196478038567,1018.64244666041,974.90718907167
GENE348,948.694553245059,812.440558876285,694.513795589943,811.760265732186
GENE349,1132.42049680117,1048.99146427998,939.008992026153,974.701520315089
GENE350,1091.40071237766,933.622689180975,989.582907493461,824.262119212368
GENE351,781.904836516245,875.671932454721,903.774503501763,1037.02306002972
GENE352,853.289008655399,1031.46321293947,905.359434333789,896.273911309523
GENE353,975.684986311672,1015.52154680117,931.903335873612,828.230362706029
GENE354,780.087475647241,1008.52165631649,714.625674585833,971.970373543303
GENE355,884.957602417109,995.045692916688,1072.49162473784,768.952023509127
GENE356,841.290876373356,949.12155654778,939.476568865063,922.167732708832
GENE357,906.333000453376,829.259982057622,850.224931167184,870.484505545212
GENE358,864.901569334741,820.565487268743,888.693704592409,963.379497284624
GENE359,915.545450059073,774.047936220015,807.504745681967,799.715648535824
GENE360,911.38102860991,956.415680597047,862.362559611719,1018.79020249594
GENE361,728.781943487691,921.72427404577,843.30822643865,992.058200016179
GENE362,678.817621563411,991.687837243214,1086.63942438344,1044.8276180674
GENE363,778.603706915276,1019.81009928533,869.715495706229,1042.24795746844
GENE364,915.073506144826,1036.55535683502,873.519539917786,1011.33841471118
GENE365,1020.58382128219,820.598268947032,1160.55900191953,1043.70209609033
GENE366,1053.41497026191,916.932757778234,978.496970516518,1118.59983911247
GENE367,943.484281863776,785.219452512121,907.317186265968,885.745586881751
GENE368,873.059863585524,869.281764425894,1012.48131465131,712.052305391078
GENE369,969.239282494804,821.239496393784,867.475732667785,765.631601998532
GENE370,1189.76329358773,853.242741602709,972.169943728912,996.341556210125
GENE371,842.770881036422,977.438262391758,952.327074369116,801.368518205565
GENE372,868.344590031441,780.1203355419,804.035421216583,803.735708570723
GENE373,751.247515939884,872.087915530347,804.64041401769,647.124053760944
GENE374,926.836034500682,795.599570515138,968.077900948561,878.077584848833
GENE375,1014.54252933843,1034.84073115481,878.006262871879,822.93936236312
GENE376,838.726674966862,766.920247487389,912.331721621878,906.233639523185
GENE377,916.585534120427,928.573777983103,744.694186340516,957.913985216573
GENE378,1002.44636836386,949.019165096631,971.899610862731,860.166489205523
GENE379,809.579538642966,919.392771574148,1062.29718336294,875.741162826387
GENE380,861.610840700373,1077.39369035973,907.0140373341,949.235194157988
GENE381,715.045432741134,960.83132218318,860.66306771708,1047.77120620092
GENE382,886.041817863213,936.854218047745,883.131501752572,817.72064072443
GENE383,753.998500440376,919.697294427944,1071.72086509469,948.082560149112
GENE384,1053.90916150767,987.972765451342,990.279677666985,775.44329476152
GENE385,879.94378757391,1007.25403548901,850.750230140296,1027.7359383564
GENE386,818.946013602028,820.870981955807,959.170853280086,865.614133098062
GENE387,966.504954529072,888.968123508313,999.718126584902,905.633417285462
GENE388,795.824555763483,758.998632063421,790.315371137447,954.458805966613
GENE389,983.544644348979,1011.97290957516,1027.67331206907,843.30291846508
GENE390,879.23646239662,986.830214561855,1058.49265598752,844.224231861744
GENE391,702.654997981732,926.074833450643,850.720373125143,868.796827921129
GENE392,1062.77116829019,1001.99422719421,759.892013844269,996.129364723174
GENE393,848.226393659553,838.666238567693,917.46432968831,800.172247371852
GENE394,1013.10535307651,855.602209762086,1047.41175353878,670.614916374544
GENE395,845.513567978218,901.185689783825,892.014350558939,1002.74699435605
GENE396,1079.11338232203,963.378606403838,1054.96320759673,830.843638188933
GENE397,781.93497171645,1058.24084863146,863.199779802424,668.913813744082
GENE398,810.303073986834,873.89272906381,886.52882240498,802.2633213731
GENE399,634.464162064533,885.435228915613,753.094021045239,860.764737387129
GENE400,964.839880155213,826.967676617792,920.753855372669,987.371556905078
GENE401,1149.42383204714,923.107464222774,990.548883291694,935.888926279716
GENE402,1105.12461540275,958.956641862852,999.539720806527,987.448373296626
GENE403,999.326852353983,944.826431996036,995.157124091246,876.74467766668
GENE404,973.901943179682,1128.76810045241,865.919726759402,902.713373086258
GENE405,765.458442850244,812.41753622257,984.610829058704,921.270151902758
GENE406,844.019496560223,820.764485056363,869.65424632715,963.364023256867
GENE407,862.678125450649,913.632198937995,929.069182625909,1074.48756822132
GENE408,905.94801896257,855.86386341143,878.71870022088,1022.94864416088
GENE409,846.384569031934,870.997903234457,861.624599463827,959.443592303209
GENE410,1055.42601947789,994.264277690016,952.412448284536,1035.2713626992
GENE411,874.955271330943,875.153647171689,965.550407106114,868.862946292484
GENE412,846.992629192528,1074.64999158579,827.036935877492,805.595774149231
GENE413,969.887813563212,786.976957445932,870.835232045195,1072.25741863547
